Actiware Export File  (Version 05.00 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename:,\\R01PORHSM03.r01.med.va.gov\Homedir$\vhaporlimm\My Documents\Actiware Data\2017-07-26_Export\Randall_Olson_6_30_2017_9_16_00_AM_New_Analysis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Name:,New Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-------------------- Subject Properties--------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identity:,Randall_Olson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initials:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Name:,Not Entered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Address:,Not Entered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City State Zip Country:,Not Entered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone:,Not Entered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gender:,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of Birth:,1994-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age (at time of export file creation):,22,years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age (at start of data collection):,22,years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
----------------- Actiwatch Data Properties ----------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actiwatch Type:,Actiwatch 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Start Date:,2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Start Time:,9:16:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection End Date:,2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection End Time:,11:30:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logging Mode:,Activity and Photopic Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Zone:,(UTC-08:00) Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Zone Offset:,-07:00,hours:minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epoch Length:,120,seconds,(2 minutes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Data Samples:,12305,samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Data Samples per Day:,720,samples per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Days:,17.09,days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery Installed Date:,1902-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Processor Resets:,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actiwatch Serial Number:,A26841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actiwatch Firmware Version:,01.01.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activity Calibration Factor:,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Calibration Factor:,18169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Calibration Factor:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Calibration Factor:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Calibration Factor:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear Calibration Factor:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scoring Mode:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter A:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter B:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--------------------- Analysis Inputs ----------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Threshold Selection:,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Threshold Value:,40,activity counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep Interval Detection Algorithm:,By minutes scored as immobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep Onset Setting:,10,minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep End Setting:,10,minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actogram Start Hour:,12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Light Threshold:,1000,lux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Light Threshold:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Light Threshold:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Light Threshold:,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
------------------------ Statistics ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interval Type,Interval#,Start Date,Start Time,End Date,End Time,Duration,Total AC,Avg AC/min,Avg AC/epoch,Std AC,Max AC,Inv Time AC,%Invalid AC,Inv Time SW,%Invalid SW,Onset Latency,Snooze Time,Efficiency,WASO,Wake Time,%Wake,#Wake Bouts,Avg Wake B,Sleep Time,%Sleep,#Sleep Bouts,Avg Sleep B,Immobile Time,%Immobile,#Imm Bouts,Avg Imm Bout,Mobile Time,%Mobile,#Mob Bouts,Avg Mob Bout,#1min Imm B,%1min Imm B,Fragmentation,Exposure White,Avg White,Max White,TALT White,%Invalid White
,,,,,,(minutes),(counts),(counts/minute),(counts/epoch),(counts/epoch),(counts),(minutes),(%),(minutes),(%),(minutes),(minutes),(%),(minutes),(minutes),(%),,(minutes),(minutes),(%),,(minutes),(minutes),(%),,(minutes),(minutes),(%),,(minutes),,(%),(%+%),(lux-minutes),(lux),(lux),(minutes),(%)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REST,1,2017-06-30,10:44:00 PM,2017-07-01,5:12:00 AM,388,4143,10.68,21.36,60.77,518,0,0,0,0,NaN,NaN,NaN,NaN,44,11.34,12,3.67,344,88.66,13,26.46,300,77.32,31,9.68,88,22.68,30,2.93,NaN,NaN,NaN,3.03,0.01,0.01,0,0
REST,2,2017-07-01,10:14:00 PM,2017-07-02,4:22:00 AM,368,5633,15.31,30.61,75.2,400,0,0,0,0,NaN,NaN,NaN,NaN,72,19.57,19,3.79,296,80.43,20,14.8,274,74.46,29,9.45,94,25.54,28,3.36,NaN,NaN,NaN,2.88,0.01,0.01,0,0
REST,3,2017-07-02,11:38:00 PM,2017-07-03,6:46:00 AM,428,9169,21.42,42.85,123.55,1391,0,0,0,0,NaN,NaN,NaN,NaN,86,20.09,24,3.58,342,79.91,25,13.68,268,62.62,48,5.58,160,37.38,47,3.4,NaN,NaN,NaN,14.84,0.03,1.27,0,0
REST,4,2017-07-03,8:58:00 PM,2017-07-04,2:02:00 AM,304,2941,9.67,19.35,59.02,471,0,0,0,0,NaN,NaN,NaN,NaN,30,9.87,9,3.33,274,90.13,10,27.4,238,78.29,26,9.15,66,21.71,25,2.64,NaN,NaN,NaN,2.38,0.01,0.01,0,0
REST,5,2017-07-04,11:40:00 PM,2017-07-05,3:32:00 AM,232,4093,17.64,35.28,84.66,471,0,0,0,0,NaN,NaN,NaN,NaN,48,20.69,11,4.36,184,79.31,12,15.33,166,71.55,19,8.74,66,28.45,18,3.67,NaN,NaN,NaN,1.81,0.01,0.01,0,0
REST,6,2017-07-05,9:56:00 PM,2017-07-06,1:50:00 AM,234,4899,20.94,41.87,100.47,812,0,0,0,0,NaN,NaN,NaN,NaN,52,22.22,17,3.06,182,77.78,17,10.71,138,58.97,31,4.45,96,41.03,31,3.1,NaN,NaN,NaN,1.83,0.01,0.01,0,0
REST,7,2017-07-06,9:44:00 PM,2017-07-07,5:26:00 AM,462,11843,25.63,51.27,136.87,953,0,0,0,0,NaN,NaN,NaN,NaN,104,22.51,23,4.52,358,77.49,24,14.92,310,67.1,36,8.61,152,32.9,36,4.22,NaN,NaN,NaN,3.61,0.01,0.01,0,0
REST,8,2017-07-07,11:10:00 PM,2017-07-08,7:02:00 AM,472,6751,14.3,28.61,96.56,866,0,0,0,0,NaN,NaN,NaN,NaN,64,13.56,18,3.56,408,86.44,19,21.47,394,83.47,29,13.59,78,16.53,29,2.69,NaN,NaN,NaN,3.69,0.01,0.01,0,0
REST,9,2017-07-08,8:20:00 PM,2017-07-09,4:28:00 AM,488,7728,15.84,31.67,90.71,762,0,0,0,0,NaN,NaN,NaN,NaN,78,15.98,26,3,410,84.02,27,15.19,356,72.95,43,8.28,132,27.05,42,3.14,NaN,NaN,NaN,3.81,0.01,0.01,0,0
REST,10,2017-07-09,10:28:00 PM,2017-07-10,5:06:00 AM,398,4981,12.52,25.03,64.46,455,0,0,0,0,NaN,NaN,NaN,NaN,56,14.07,19,2.95,342,85.93,19,18,296,74.37,35,8.46,102,25.63,35,2.91,NaN,NaN,NaN,3.11,0.01,0.01,0,0
REST,11,2017-07-10,10:20:00 PM,2017-07-11,5:12:00 AM,412,6974,16.93,33.85,105.48,1015,0,0,0,0,NaN,NaN,NaN,NaN,68,16.5,20,3.4,344,83.5,21,16.38,314,76.21,34,9.24,98,23.79,34,2.88,NaN,NaN,NaN,3.22,0.01,0.01,0,0
Rest Summary,n,NaN,NaN,NaN,NaN,11,11,11,11,11,11,11,11,11,11,NaN,NaN,NaN,NaN,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,11,11,11,11,11
Rest Summary,Minimum(n),NaN,NaN,NaN,NaN,232,2941,9.67,19.35,59.02,400,0,0,0,0,NaN,NaN,NaN,NaN,30,9.87,9,2.95,182,77.49,10,10.71,138,58.97,19,4.45,66,16.53,18,2.64,NaN,NaN,NaN,1.81,0.01,0.01,0,0
Rest Summary,Maximum(n),NaN,NaN,NaN,NaN,488,11843,25.63,51.27,136.87,1391,0,0,0,0,NaN,NaN,NaN,NaN,104,22.51,26,4.52,410,90.13,27,27.4,394,83.47,48,13.59,160,41.03,47,4.22,NaN,NaN,NaN,14.84,0.03,1.27,0,0
Rest Summary,Average(n),NaN,NaN,NaN,NaN,380.55,6286.82,16.44,32.89,90.71,737.64,0,0,0,0,NaN,NaN,NaN,NaN,63.82,16.95,18,3.57,316.73,83.05,18.82,17.67,277.64,72.48,32.82,8.66,102.91,27.52,32.27,3.18,NaN,NaN,NaN,4.02,0.01,0.12,0,0
Rest Summary,Std Dev(n-1),NaN,NaN,NaN,NaN,89.28,2580.79,4.82,9.63,25.34,309.37,0,0,0,0,NaN,NaN,NaN,NaN,20.93,4.38,5.46,0.51,77.15,4.38,5.47,5.29,75.18,7.14,7.9,2.32,31.99,7.14,7.93,0.47,NaN,NaN,NaN,3.65,0.01,0.38,0,0
ACTIVE,1,2017-06-30,9:16:00 AM,2017-06-30,10:44:00 PM,808,321001,397.28,794.56,924.04,7002,0,0,2,0.25,NaN,NaN,NaN,NaN,792,98.26,5,158.4,14,1.74,4,3.5,12,1.49,5,2.4,796,98.51,6,132.67,NaN,NaN,NaN,483519.4,598.42,55108.99,46,0
ACTIVE,2,2017-07-01,5:12:00 AM,2017-07-01,10:14:00 PM,1022,347583,340.1,680.2,598.4,3891,0,0,0,0,NaN,NaN,NaN,NaN,988,96.67,9,109.78,34,3.33,8,4.25,20,1.96,8,2.5,1002,98.04,9,111.33,NaN,NaN,NaN,733015.9,717.24,19910.61,166,0
ACTIVE,3,2017-07-02,4:22:00 AM,2017-07-02,11:38:00 PM,1156,664515,574.84,1149.68,699.81,5139,0,0,0,0,NaN,NaN,NaN,NaN,1146,99.13,3,382,10,0.87,3,3.33,16,1.38,7,2.29,1140,98.62,6,190,NaN,NaN,NaN,6129451,5302.29,83168.52,584,0
ACTIVE,4,2017-07-03,6:46:00 AM,2017-07-03,8:58:00 PM,852,459195,538.96,1077.92,871.71,7682,0,0,0,0,NaN,NaN,NaN,NaN,824,96.71,3,274.67,28,3.29,3,9.33,28,3.29,10,2.8,824,96.71,10,82.4,NaN,NaN,NaN,3933498,4616.78,55108.99,432,0
ACTIVE,5,2017-07-04,2:02:00 AM,2017-07-04,11:40:00 PM,1298,284940,219.52,439.04,498.59,2944,0,0,0,0,NaN,NaN,NaN,NaN,922,71.03,34,27.12,376,28.97,34,11.06,342,26.35,55,6.22,956,73.65,54,17.7,NaN,NaN,NaN,277245,213.59,19910.61,46,0
ACTIVE,6,2017-07-05,3:32:00 AM,2017-07-05,9:56:00 PM,1104,308286,279.24,558.49,479.57,4012,0,0,0,0,NaN,NaN,NaN,NaN,1010,91.49,8,126.25,94,8.51,8,11.75,88,7.97,11,8,1016,92.03,11,92.36,NaN,NaN,NaN,443777.2,401.97,42494.84,80,0
ACTIVE,7,2017-07-06,1:50:00 AM,2017-07-06,9:44:00 PM,1194,209248,175.25,350.5,411.85,2157,0,0,0,0,NaN,NaN,NaN,NaN,882,73.87,36,24.5,312,26.13,36,8.67,278,23.28,58,4.79,916,76.72,57,16.07,NaN,NaN,NaN,686475.6,574.94,29404.51,86,0
ACTIVE,8,2017-07-07,5:26:00 AM,2017-07-07,11:10:00 PM,1064,325463,305.89,611.77,518.99,3037,0,0,0,0,NaN,NaN,NaN,NaN,1034,97.18,9,114.89,30,2.82,9,3.33,18,1.69,8,2.25,1046,98.31,8,130.75,NaN,NaN,NaN,503202.9,472.94,16032.92,84,0
ACTIVE,9,2017-07-08,7:02:00 AM,2017-07-08,8:20:00 PM,798,252563,316.5,632.99,666.75,3772,0,0,0,0,NaN,NaN,NaN,NaN,650,81.45,19,34.21,148,18.55,19,7.79,116,14.54,27,4.3,682,85.46,27,25.26,NaN,NaN,NaN,5112084,6406.12,77935.88,148,0
ACTIVE,10,2017-07-09,4:28:00 AM,2017-07-09,10:28:00 PM,1080,364597,337.59,675.18,637.88,4684,0,0,0,0,NaN,NaN,NaN,NaN,954,88.33,14,68.14,126,11.67,13,9.69,98,9.07,21,4.67,982,90.93,22,44.64,NaN,NaN,NaN,777424.5,719.84,44376.25,86,0
ACTIVE,11,2017-07-10,5:06:00 AM,2017-07-10,10:20:00 PM,1034,324066,313.41,626.82,547.04,4268,0,0,0,0,NaN,NaN,NaN,NaN,1008,97.49,4,252,26,2.51,4,6.5,18,1.74,4,4.5,1016,98.26,4,254,NaN,NaN,NaN,750926.8,726.23,34968.06,110,0
ACTIVE,12,2017-07-11,5:12:00 AM,2017-07-11,9:36:00 AM,264,71487,272.85,545.7,615.52,4012,2,0.76,4,1.52,NaN,NaN,NaN,NaN,226,86.92,8,28.25,34,13.08,8,4.25,30,11.45,7,4.29,232,88.55,7,33.14,NaN,NaN,NaN,154375.9,589.22,18258.11,32,0.76
Active Summary,n,NaN,NaN,NaN,NaN,12,12,12,12,12,12,12,12,12,12,NaN,NaN,NaN,NaN,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,12,12,12,12,12
Active Summary,Minimum(n),NaN,NaN,NaN,NaN,264,71487,175.25,350.5,411.85,2157,0,0,0,0,NaN,NaN,NaN,NaN,226,71.03,3,24.5,10,0.87,3,3.33,12,1.38,4,2.25,232,73.65,4,16.07,NaN,NaN,NaN,154375.9,213.59,16032.92,32,0
Active Summary,Maximum(n),NaN,NaN,NaN,NaN,1298,664515,574.84,1149.68,924.04,7682,2,0.76,4,1.52,NaN,NaN,NaN,NaN,1146,99.13,36,382,376,28.97,36,11.75,342,26.35,58,8,1140,98.62,57,254,NaN,NaN,NaN,6129451,6406.12,83168.52,584,0.76
Active Summary,Average(n),NaN,NaN,NaN,NaN,972.83,327745.3,339.29,678.57,622.51,4383.33,0.17,0.06,0.5,0.15,NaN,NaN,NaN,NaN,869.67,89.88,12.67,133.35,102.67,10.12,12.42,6.95,88.67,8.68,18.42,4.08,884,91.32,18.42,94.19,NaN,NaN,NaN,1665416,1778.3,41389.86,158.33,0.06
Active Summary,Std Dev(n-1),NaN,NaN,NaN,NaN,270.71,141447.7,116.89,233.78,153.27,1599.61,0.58,0.22,1.24,0.44,NaN,NaN,NaN,NaN,240.62,9.8,11.41,115.09,122.04,9.8,11.5,3.16,110.31,8.76,19.01,1.77,240,8.76,18.61,74.38,NaN,NaN,NaN,2107435,2247.14,22869.78,171.07,0.22
SLEEP,1,2017-06-30,10:44:00 PM,2017-07-01,4:50:00 AM,366,3674,10.04,20.08,61.02,518,0,0,0,0,0,22,85.05,36,36,9.84,9,4,330,90.16,10,33,290,79.23,29,10,76,20.77,28,2.71,NaN,NaN,NaN,2.86,0.01,0.01,0,0
SLEEP,2,2017-07-01,10:30:00 PM,2017-07-02,4:20:00 AM,350,5163,14.75,29.5,74.91,400,0,0,0,0,16,2,77.17,66,66,18.86,18,3.67,284,81.14,18,15.78,268,76.57,27,9.93,82,23.43,27,3.04,NaN,NaN,NaN,2.73,0.01,0.01,0,0
SLEEP,3,2017-07-02,11:56:00 PM,2017-07-03,6:44:00 AM,408,9060,22.21,44.41,126.32,1391,0,0,0,0,18,2,75.23,86,86,21.08,24,3.58,322,78.92,25,12.88,258,63.24,45,5.73,150,36.76,44,3.41,NaN,NaN,NaN,14.68,0.04,1.27,0,0
SLEEP,4,2017-07-03,9:06:00 PM,2017-07-04,2:00:00 AM,294,2827,9.62,19.23,59.88,471,0,0,0,0,8,2,86.84,30,30,10.2,9,3.33,264,89.8,10,26.4,234,79.59,25,9.36,60,20.41,24,2.5,NaN,NaN,NaN,2.3,0.01,0.01,0,0
SLEEP,5,2017-07-05,12:00:00 AM,2017-07-05,3:20:00 AM,200,2983,14.92,29.83,79.72,471,0,0,0,0,20,12,71.55,34,34,17,8,4.25,166,83,9,18.44,152,76,15,10.13,48,24,14,3.43,NaN,NaN,NaN,1.56,0.01,0.01,0,0
SLEEP,6,2017-07-05,10:24:00 PM,2017-07-06,12:56:00 AM,152,2860,18.82,37.63,109.9,812,0,0,0,0,28,54,53.85,26,26,17.11,9,2.89,126,82.89,10,12.6,102,67.11,20,5.1,50,32.89,19,2.63,NaN,NaN,NaN,1.19,0.01,0.01,0,0
SLEEP,7,2017-07-06,10:04:00 PM,2017-07-07,5:16:00 AM,432,10928,25.3,50.59,139.75,953,0,0,0,0,20,10,73.59,92,92,21.3,20,4.6,340,78.7,21,16.19,302,69.91,34,8.88,130,30.09,33,3.94,NaN,NaN,NaN,3.38,0.01,0.01,0,0
SLEEP,8,2017-07-07,11:10:00 PM,2017-07-08,7:00:00 AM,470,6716,14.29,28.58,96.77,866,0,0,0,0,0,2,86.02,64,64,13.62,18,3.56,406,86.38,19,21.37,394,83.83,29,13.59,76,16.17,28,2.71,NaN,NaN,NaN,3.67,0.01,0.01,0,0
SLEEP,9,2017-07-08,8:20:00 PM,2017-07-09,4:26:00 AM,486,7726,15.9,31.79,90.88,762,0,0,0,0,0,2,83.61,78,78,16.05,26,3,408,83.95,27,15.11,354,72.84,43,8.23,132,27.16,42,3.14,NaN,NaN,NaN,3.8,0.01,0.01,0,0
SLEEP,10,2017-07-09,10:44:00 PM,2017-07-10,5:02:00 AM,378,4302,11.38,22.76,61.7,455,0,0,0,0,16,4,82.91,48,48,12.7,16,3,330,87.3,17,19.41,286,75.66,33,8.67,92,24.34,32,2.88,NaN,NaN,NaN,2.95,0.01,0.01,0,0
SLEEP,11,2017-07-10,10:24:00 PM,2017-07-11,4:58:00 AM,394,6781,17.21,34.42,107.6,1015,0,0,0,0,4,14,79.61,66,66,16.75,19,3.47,328,83.25,20,16.4,304,77.16,32,9.5,90,22.84,31,2.9,NaN,NaN,NaN,3.08,0.01,0.01,0,0
Sleep Summary,n,NaN,NaN,NaN,NaN,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,11,11,11,11,11
Sleep Summary,Minimum(n),NaN,NaN,NaN,NaN,152,2827,9.62,19.23,59.88,400,0,0,0,0,0,2,53.85,26,26,9.84,8,2.89,126,78.7,9,12.6,102,63.24,15,5.1,48,16.17,14,2.5,NaN,NaN,NaN,1.19,0.01,0.01,0,0
Sleep Summary,Maximum(n),NaN,NaN,NaN,NaN,486,10928,25.3,50.59,139.75,1391,0,0,0,0,28,54,86.84,92,92,21.3,26,4.6,408,90.16,27,33,394,83.83,45,13.59,150,36.76,44,3.94,NaN,NaN,NaN,14.68,0.04,1.27,0,0
Sleep Summary,Average(n),NaN,NaN,NaN,NaN,357.27,5729.09,15.86,31.71,91.68,737.64,0,0,0,0,11.82,11.45,77.77,56.91,56.91,15.86,16,3.58,300.36,84.14,16.91,18.87,267.64,74.65,30.18,9.01,89.64,25.35,29.27,3.03,NaN,NaN,NaN,3.84,0.01,0.12,0,0
Sleep Summary,Std Dev(n-1),NaN,NaN,NaN,NaN,104.98,2738.01,4.87,9.74,27.2,309.37,0,0,0,0,9.82,15.6,9.5,23.36,23.36,3.91,6.39,0.54,87.95,3.91,6.36,6.13,82.94,5.96,8.85,2.26,34.19,5.96,8.82,0.43,NaN,NaN,NaN,3.69,0.01,0.38,0,0
DAILY,1,2017-06-30,9:16:00 AM,2017-06-30,12:00:00 PM,164,59239,361.21,722.43,441.28,1964,0,0,2,1.22,NaN,NaN,NaN,NaN,162,100,1,162,0,0,0,NaN,0,0,0,NaN,164,100,1,164,NaN,NaN,NaN,198809,1212.25,55108.99,8,0
DAILY,2,2017-06-30,12:00:00 PM,2017-07-01,12:00:00 PM,1440,366376,254.43,508.86,799.55,7002,0,0,0,0,NaN,NaN,NaN,NaN,1076,74.72,19,56.63,364,25.28,18,20.22,322,22.36,39,8.26,1118,77.64,40,27.95,NaN,NaN,NaN,452388.8,314.16,23170.47,68,0
DAILY,3,2017-07-01,12:00:00 PM,2017-07-02,12:00:00 PM,1440,502062,348.65,697.31,643.03,3437,0,0,0,0,NaN,NaN,NaN,NaN,1110,77.08,29,38.28,330,22.92,28,11.79,294,20.42,37,7.95,1146,79.58,38,30.16,NaN,NaN,NaN,2468838,1714.47,83168.52,330,0
DAILY,4,2017-07-02,12:00:00 PM,2017-07-03,12:00:00 PM,1440,562489,390.62,781.23,809.25,5139,0,0,0,0,NaN,NaN,NaN,NaN,1066,74.03,29,36.76,374,25.97,28,13.36,300,20.83,59,5.08,1140,79.17,60,19,NaN,NaN,NaN,4753010,3300.7,79642.45,540,0
DAILY,5,2017-07-03,12:00:00 PM,2017-07-04,12:00:00 PM,1440,381666,265.05,530.09,801.41,7682,0,0,0,0,NaN,NaN,NaN,NaN,886,61.53,35,25.31,554,38.47,35,15.83,494,34.31,62,7.97,946,65.69,62,15.26,NaN,NaN,NaN,3428733,2381.06,55108.99,282,0
DAILY,6,2017-07-04,12:00:00 PM,2017-07-05,12:00:00 PM,1440,368725,256.06,512.12,545.86,4012,0,0,0,0,NaN,NaN,NaN,NaN,1066,74.03,28,38.07,374,25.97,27,13.85,342,23.75,46,7.43,1098,76.25,47,23.36,NaN,NaN,NaN,365137.5,253.57,19910.61,72,0
DAILY,7,2017-07-05,12:00:00 PM,2017-07-06,12:00:00 PM,1440,243737,169.26,338.52,383.66,2157,0,0,0,0,NaN,NaN,NaN,NaN,1044,72.5,45,23.2,396,27.5,44,9,320,22.22,73,4.38,1120,77.78,74,15.14,NaN,NaN,NaN,341020.7,236.82,42494.84,54,0
DAILY,8,2017-07-06,12:00:00 PM,2017-07-07,12:00:00 PM,1440,264745,183.85,367.7,471.84,3037,0,0,0,0,NaN,NaN,NaN,NaN,964,66.94,39,24.72,476,33.06,38,12.53,416,28.89,56,7.43,1024,71.11,57,17.96,NaN,NaN,NaN,710392.4,493.33,29404.51,90,0
DAILY,9,2017-07-07,12:00:00 PM,2017-07-08,12:00:00 PM,1440,247479,171.86,343.72,464.81,2296,0,0,0,0,NaN,NaN,NaN,NaN,888,61.67,37,24,552,38.33,36,15.33,506,35.14,55,9.2,934,64.86,56,16.68,NaN,NaN,NaN,484116.6,336.19,16032.92,80,0
DAILY,10,2017-07-08,12:00:00 PM,2017-07-09,12:00:00 PM,1440,397111,275.77,551.54,678.57,4684,0,0,0,0,NaN,NaN,NaN,NaN,966,67.08,39,24.77,474,32.92,38,12.47,406,28.19,57,7.12,1034,71.81,58,17.83,NaN,NaN,NaN,5201707,3612.3,77935.88,162,0
DAILY,11,2017-07-09,12:00:00 PM,2017-07-10,12:00:00 PM,1440,313219,217.51,435.03,532.76,4012,0,0,0,0,NaN,NaN,NaN,NaN,1006,69.86,28,35.93,434,30.14,27,16.07,370,25.69,48,7.71,1070,74.31,49,21.84,NaN,NaN,NaN,734575.8,510.12,44376.25,76,0
DAILY,12,2017-07-10,12:00:00 PM,2017-07-11,9:36:00 AM,1296,295251,228.17,456.34,574.5,4268,2,0.15,4,0.31,NaN,NaN,NaN,NaN,904,69.97,31,29.16,388,30.03,30,12.93,348,26.89,42,8.29,946,73.11,43,22,NaN,NaN,NaN,846312.8,654.03,34968.06,138,0.15
Daily Summary,n,NaN,NaN,NaN,NaN,12,12,12,12,12,12,12,12,12,12,NaN,NaN,NaN,NaN,12,12,12,12,12,12,12,11,12,12,12,11,12,12,12,12,0,0,0,12,12,12,12,12
Daily Summary,Minimum(n),NaN,NaN,NaN,NaN,164,59239,169.26,338.52,383.66,1964,0,0,0,0,NaN,NaN,NaN,NaN,162,61.53,1,23.2,0,0,0,9,0,0,0,4.38,164,64.86,1,15.14,NaN,NaN,NaN,198809,236.82,16032.92,8,0
